10;naval_base;564.00;9.50;853.00;-1.75;3064
13;naval_base;669.00;9.90;899.00;-3.39;2243
12;naval_base;668.00;9.80;950.00;-2.86;3449
23;naval_base;742.00;10.48;1253.00;-4.19;3909
22;naval_base;664.00;10.03;1242.00;0.09;3332
21;naval_base;981.00;9.50;820.00;-0.79;3289
1;naval_base;1030.00;9.88;734.00;0.93;3799
17;naval_base;1241.00;9.50;630.00;0.54;3056
17;naval_base;1094.00;9.50;700.00;-1.57;3366
6;naval_base;963.00;9.65;687.00;-2.90;3337
2;naval_base;931.00;9.93;695.00;1.11;2928
14;naval_base;541.00;9.60;832.00;-2.44;2213
30;naval_base;1078.00;10.18;979.00;-3.46;2846
30;naval_base;1085.00;10.25;955.00;-3.79;3201
30;naval_base;1102.00;9.82;928.00;-2.90;3681
29;naval_base;1141.00;10.57;960.00;-3.82;3478
25;naval_base;1154.00;10.62;887.00;-4.17;3579
26;naval_base;1175.00;9.75;836.00;-1.79;2780
24;naval_base;1293.00;9.95;838.00;0.00;3975
28;naval_base;1497.00;10.78;799.00;1.51;2996
33;naval_base;1337.00;9.65;957.00;0.59;2893
32;naval_base;1158.00;10.30;1065.00;-3.93;3327
31;naval_base;1114.00;9.50;996.00;0.20;3953
27;naval_base;1153.00;9.93;813.00;-4.19;3612
37;naval_base;1201.00;9.50;148.00;0.20;3750
36;naval_base;1281.00;9.65;334.00;1.57;3019
35;naval_base;700.00;9.50;447.00;-0.59;3156
34;naval_base;498.00;9.90;793.00;-2.82;3705
31;air_base;923.00;11.93;1092.00;1.73;0
33;air_base;1404.00;9.90;1013.00;0.78;0
28;air_base;1491.00;18.83;866.00;5.95;0
32;air_base;1169.00;12.40;1032.00;4.39;0
24;air_base;1304.00;10.73;867.00;1.22;0
26;air_base;1186.00;11.30;839.00;0.26;0
25;air_base;1146.00;10.68;885.00;5.34;0
30;air_base;1076.00;10.28;964.00;0.17;0
29;air_base;1130.00;10.55;964.00;2.33;0
27;air_base;1166.00;13.12;750.00;3.28;0
17;air_base;1161.00;9.90;686.00;0.71;0
16;air_base;1062.00;10.15;634.00;4.33;0
1;air_base;1016.00;9.90;736.00;2.10;0
21;air_base;883.00;10.00;806.00;0.61;0
8;air_base;776.00;10.65;841.00;2.61;0
9;air_base;687.00;10.75;765.00;5.27;0
15;air_base;643.00;10.80;792.00;2.76;0
14;air_base;666.00;10.30;765.00;0.10;0
11;air_base;685.00;10.60;823.00;4.32;0
12;air_base;737.00;11.30;890.00;1.06;0
13;air_base;682.00;10.40;879.00;2.26;0
10;air_base;604.00;10.85;839.00;1.66;0
34;air_base;425.00;10.10;568.00;4.90;0
35;air_base;713.00;11.40;308.00;5.00;0
20;air_base;934.00;10.70;451.00;2.77;0
18;air_base;947.00;10.60;566.00;4.83;0
19;air_base;1024.00;11.78;521.00;1.21;0
7;air_base;871.00;11.55;577.00;5.87;0
6;air_base;844.00;10.15;645.00;1.75;0
3;air_base;780.00;15.40;516.00;1.14;0
4;air_base;768.00;19.33;593.00;3.81;0
5;air_base;751.00;11.50;739.00;0.55;0
2;air_base;887.00;10.15;748.00;4.76;0
36;air_base;1206.00;11.20;365.00;2.84;0
37;air_base;1161.00;10.10;155.00;5.50;0
1;arms_factory;1010.00;9.90;744.00;0.17;0
1;arms_factory;1014.00;9.90;750.00;1.73;0
1;arms_factory;1026.00;9.90;740.00;4.39;0
1;arms_factory;1007.00;9.90;748.00;0.78;0
1;arms_factory;1020.00;10.00;745.00;4.90;0
1;arms_factory;1009.00;9.90;741.00;5.00;0
1;industrial_complex;1025.00;9.90;737.00;2.84;0
1;industrial_complex;1019.00;9.90;749.00;5.50;0
1;industrial_complex;1012.00;9.90;745.00;0.78;0
1;industrial_complex;1030.00;9.90;739.00;3.45;0
1;industrial_complex;1011.00;9.90;736.00;1.29;0
1;industrial_complex;1027.00;9.90;734.00;5.41;0
1;supply_node;1009.00;9.90;745.00;2.36;0
1;supply_node;1021.00;10.00;746.00;3.84;0
1;supply_node;1013.00;9.90;736.00;0.49;0
1;supply_node;1024.00;9.90;735.00;3.42;0
1;supply_node;1030.00;9.90;739.00;6.01;0
1;naval_base;1011.00;9.50;732.00;-0.59;3264
1;naval_base;1032.00;9.88;741.00;-4.25;3512
1;naval_base;1006.00;9.50;742.00;-1.57;3559
1;naval_base;1017.00;9.85;751.00;-3.39;3512
1;bunker;1011.00;9.90;750.00;5.07;0
1;bunker;1027.00;10.00;738.00;1.45;0
1;bunker;1018.00;9.95;745.00;4.47;0
1;bunker;1018.00;9.90;740.00;0.85;0
1;bunker;1028.00;9.90;741.00;3.51;0
1;coastal_bunker;1024.00;9.85;750.00;-3.39;0
1;coastal_bunker;1007.00;9.57;737.00;-0.59;0
1;coastal_bunker;1031.00;9.82;743.00;-4.25;0
1;coastal_bunker;1003.00;9.50;749.00;-1.57;0
1;coastal_bunker;1026.00;9.60;732.00;0.93;0
1;dockyard;1003.00;9.50;750.00;-1.57;0
1;anti_air_building;1011.00;9.90;742.00;4.02;0
1;anti_air_building;1006.00;9.90;749.00;0.41;0
1;anti_air_building;1019.00;9.90;750.00;3.07;0
1;synthetic_refinery;1011.00;9.93;746.00;6.09;0
1;fuel_silo;1023.00;9.90;743.00;2.47;0
1;radar_station;1019.00;9.90;742.00;0.91;0
1;rocket_site;1026.00;9.90;735.00;1.52;0
1;nuclear_reactor;1021.00;9.95;747.00;4.54;0
1;floating_harbor;998.00;9.50;745.00;1.57;1048
1;floating_harbor;1023.70;9.50;756.79;-0.24;1598
1;floating_harbor;1007.12;9.50;727.18;-3.73;1624
1;floating_harbor;1033.60;9.50;727.80;-2.21;813
1;floating_harbor;1038.26;9.50;743.13;-1.11;1996
2;arms_factory;880.00;9.80;693.00;4.39;0
2;arms_factory;887.00;10.88;773.00;0.78;0
2;arms_factory;861.00;9.90;728.00;4.90;0
2;arms_factory;881.00;11.10;765.00;5.00;0
2;arms_factory;875.00;9.90;712.00;2.84;0
2;arms_factory;914.00;10.28;701.00;5.50;0
2;industrial_complex;854.00;9.80;715.00;0.78;0
2;industrial_complex;932.00;10.05;730.00;3.45;0
2;industrial_complex;893.00;9.85;734.00;1.29;0
2;industrial_complex;920.00;10.12;731.00;5.41;0
2;industrial_complex;866.00;9.95;741.00;5.51;0
2;industrial_complex;901.00;9.90;712.00;3.35;0
2;supply_node;937.00;10.20;711.00;0.49;0
2;supply_node;945.00;10.10;715.00;3.42;0
2;supply_node;945.00;9.93;706.00;6.01;0
2;supply_node;936.00;9.98;722.00;2.66;0
2;supply_node;927.00;10.62;711.00;4.14;0
2;supply_node;929.00;10.18;699.00;1.90;0
2;supply_node;916.00;10.35;702.00;4.83;0
2;supply_node;917.00;10.60;715.00;0.03;0
2;supply_node;909.00;10.12;726.00;4.07;0
2;supply_node;912.00;10.00;739.00;5.55;0
2;supply_node;921.00;10.12;733.00;2.20;0
2;supply_node;934.00;10.00;733.00;6.25;0
2;supply_node;910.00;10.00;694.00;1.44;0
2;supply_node;896.00;10.00;697.00;4.37;0
2;supply_node;888.00;9.95;707.00;0.68;0
2;supply_node;898.00;9.90;716.00;3.61;0
2;supply_node;898.00;9.93;730.00;0.26;0
2;supply_node;926.00;10.35;723.00;2.85;0
2;supply_node;906.00;10.00;708.00;5.79;0
2;supply_node;879.00;9.80;695.00;0.98;0
2;supply_node;854.00;9.80;703.00;5.02;0
2;supply_node;852.00;9.90;721.00;1.67;0
2;supply_node;868.00;9.90;722.00;3.15;0
2;supply_node;884.00;9.90;720.00;0.91;0
2;supply_node;890.00;9.80;736.00;2.39;0
2;supply_node;902.00;9.93;744.00;5.32;0
2;supply_node;874.00;9.85;707.00;1.63;0
2;supply_node;854.00;9.88;735.00;4.56;0
2;supply_node;865.00;9.88;737.00;1.21;0
2;supply_node;877.00;10.00;733.00;3.80;0
2;supply_node;886.00;10.20;749.00;0.45;0
2;supply_node;896.00;10.12;757.00;1.93;0
2;supply_node;859.00;10.25;752.00;5.97;0
2;supply_node;874.00;10.12;746.00;2.63;0
2;supply_node;872.00;10.95;758.00;4.10;0
2;supply_node;885.00;11.05;767.00;1.86;0
2;naval_base;937.00;9.90;723.00;-3.93;3486
2;naval_base;911.00;9.90;743.00;-3.34;2461
2;naval_base;918.00;9.50;690.00;1.03;3269
2;naval_base;932.00;9.85;737.00;-3.14;3762
2;naval_base;944.00;9.50;704.00;-0.98;2928
2;naval_base;945.00;9.93;718.00;-3.14;3486
2;naval_base;905.00;9.88;761.00;-4.59;2461
2;naval_base;908.00;9.88;745.00;-3.68;2461
2;naval_base;927.00;9.90;737.00;-3.61;3762
2;bunker;910.00;10.00;735.00;1.59;0
2;bunker;887.00;10.68;759.00;4.25;0
2;bunker;887.00;10.62;758.00;0.99;0
2;bunker;867.00;11.25;764.00;3.66;0
2;bunker;868.00;9.82;717.00;0.04;0
2;bunker;914.00;10.40;711.00;2.70;0
2;bunker;918.00;10.32;700.00;5.72;0
2;bunker;927.00;10.38;719.00;0.64;0
2;bunker;942.00;10.05;709.00;4.76;0
2;bunker;913.00;9.90;692.00;2.61;0
2;bunker;891.00;9.85;733.00;2.71;0
2;bunker;862.00;10.00;743.00;0.55;0
2;bunker;903.00;9.90;703.00;3.21;0
2;bunker;891.00;9.90;706.00;4.77;0
2;bunker;858.00;9.80;706.00;1.16;0
2;bunker;880.00;9.88;700.00;5.28;0
2;bunker;921.00;10.30;727.00;0.20;0
2;bunker;872.00;9.80;700.00;3.22;0
2;bunker;862.00;10.55;754.00;5.88;0
2;bunker;885.00;10.00;713.00;2.26;0
2;bunker;932.00;10.25;708.00;0.11;0
2;bunker;899.00;9.93;747.00;1.67;0
2;bunker;890.00;10.20;693.00;5.79;0
2;bunker;872.00;10.00;732.00;0.71;0
2;bunker;933.00;10.05;700.00;4.83;0
2;bunker;906.00;10.10;721.00;0.11;0
2;bunker;849.00;9.90;722.00;2.78;0
2;bunker;899.00;9.95;731.00;5.44;0
2;bunker;894.00;10.10;752.00;2.17;0
2;bunker;896.00;9.88;714.00;3.38;0
2;bunker;932.00;9.95;735.00;1.22;0
2;bunker;860.00;9.90;739.00;5.34;0
2;bunker;878.00;9.95;742.00;5.45;0
2;bunker;947.00;10.05;708.00;3.29;0
2;bunker;935.00;10.00;720.00;5.95;0
2;bunker;943.00;10.10;715.00;2.33;0
2;coastal_bunker;950.00;9.95;708.00;-4.47;0
2;coastal_bunker;919.00;9.65;691.00;1.03;0
2;coastal_bunker;939.00;9.90;735.00;1.37;0
2;coastal_bunker;920.00;9.90;740.00;-3.61;0
2;coastal_bunker;905.00;9.88;747.00;-3.68;0
2;coastal_bunker;949.00;9.95;716.00;1.57;0
2;coastal_bunker;903.00;9.88;758.00;-4.59;0
2;coastal_bunker;917.00;9.93;740.00;-4.39;0
2;coastal_bunker;936.00;9.90;699.00;1.11;0
2;coastal_bunker;936.00;9.93;723.00;-3.93;0
2;dockyard;949.00;9.95;706.00;-4.47;0
2;anti_air_building;879.00;9.95;726.00;2.85;0
2;anti_air_building;899.00;9.90;715.00;5.51;0
2;anti_air_building;869.00;9.90;733.00;1.90;0
