0;0;0;0;land;false;unknown;0
1;236;190;212;land;false;desert;1
2;205;204;143;land;true;mountain;1
3;216;246;168;land;true;hills;1
4;185;149;202;land;false;plains;1
5;213;183;155;land;true;mountain;1
6;68;251;228;land;true;marsh;1
7;214;153;143;land;false;desert;1
8;149;199;191;land;false;mountain;1
9;243;180;161;land;false;mountain;1
10;252;129;141;land;false;plains;1
11;89;242;171;land;true;mountain;1
12;183;214;241;land;true;mountain;1
13;199;193;245;land;false;plains;1
14;246;77;244;land;false;mountain;1
15;155;249;181;land;true;mountain;1
16;215;108;251;land;true;mountain;1
17;143;232;212;land;false;mountain;1
18;250;62;200;land;false;plains;1
19;245;100;235;land;false;plains;1
20;204;224;85;land;true;marsh;1
21;253;159;209;land;false;desert;1
22;240;172;252;land;false;mountain;1
23;181;196;171;land;false;mountain;1
24;243;100;210;land;false;mountain;1
25;166;155;180;land;false;mountain;1
26;208;239;107;land;true;plains;1
27;83;246;178;land;false;plains;1
28;235;100;228;land;true;plains;1
29;208;222;132;land;false;plains;1
30;69;246;187;land;true;mountain;1
31;235;167;132;land;false;mountain;1
32;85;241;204;land;true;marsh;1
33;206;63;239;land;false;forest;1
34;125;194;245;land;true;mountain;1
35;224;198;204;land;true;mountain;1
36;245;226;201;land;false;forest;1
37;90;226;252;land;false;plains;1
38;214;183;153;land;true;mountain;1
39;251;219;173;land;false;mountain;1
40;165;201;254;land;true;plains;1
41;220;235;196;land;false;desert;1
42;235;193;198;land;true;plains;1
43;253;159;214;land;false;mountain;1
44;156;187;186;land;false;plains;1
45;173;248;96;land;false;plains;1
46;138;144;247;land;false;plains;1
47;235;102;172;land;true;plains;1
48;189;223;123;land;false;desert;1
49;156;200;227;land;false;mountain;1
50;204;178;226;land;false;forest;1
51;235;190;151;land;false;desert;1
52;249;210;60;land;false;plains;1
53;222;174;109;land;false;plains;1
54;244;186;247;land;false;mountain;1
55;161;239;193;land;false;plains;1
56;112;227;211;land;false;mountain;1
57;228;213;61;land;false;forest;1
58;99;227;179;land;false;mountain;1
59;195;137;243;land;false;mountain;1
60;238;153;111;land;false;mountain;1
61;245;200;191;land;false;plains;1
62;217;107;188;land;true;plains;1
63;216;249;73;land;false;mountain;1
64;132;235;169;land;false;desert;1
65;231;132;205;land;false;desert;1
66;180;233;172;land;false;mountain;1
67;196;160;215;land;false;mountain;1
68;156;226;123;land;false;mountain;1
69;196;213;244;land;false;mountain;1
70;223;210;226;land;false;forest;1
71;217;241;93;land;false;marsh;1
72;125;233;234;land;true;mountain;1
73;238;211;91;land;false;plains;1
74;215;172;176;land;false;mountain;1
75;213;210;156;land;false;plains;1
76;197;164;140;land;true;mountain;1
77;122;165;234;land;false;mountain;1
78;227;184;236;land;false;marsh;1
79;197;203;223;land;false;mountain;1
80;78;246;198;land;true;mountain;1
81;208;210;166;land;true;marsh;1
82;240;235;142;land;false;desert;1
83;227;210;130;land;false;mountain;1
84;177;157;243;land;false;desert;1
85;252;249;179;land;false;mountain;1
86;230;201;95;land;false;forest;1
87;248;230;82;land;false;mountain;1
88;241;188;230;land;false;plains;1
89;232;136;218;land;false;plains;1
90;68;234;247;land;false;plains;1
91;105;229;204;land;true;hills;1
92;155;148;242;land;false;marsh;1
93;156;100;250;land;false;marsh;1
94;204;232;125;land;true;mountain;1
95;218;209;152;land;false;forest;1
96;151;232;186;land;false;plains;1
97;162;250;159;land;false;plains;1
98;173;228;161;land;false;marsh;1
99;231;120;248;land;true;mountain;1
100;223;224;57;land;false;desert;1
101;174;210;171;land;false;mountain;1
102;246;84;243;land;false;plains;1
103;190;129;243;land;false;desert;1
104;124;222;253;land;false;marsh;1
105;205;145;213;land;true;desert;1
106;142;243;133;land;true;plains;1
107;203;243;177;land;false;desert;1
108;188;242;103;land;false;desert;1
109;204;191;119;land;true;mountain;1
110;160;211;179;land;false;mountain;1
111;208;231;147;land;false;marsh;1
112;211;85;225;land;false;forest;1
113;144;221;235;land;false;mountain;1
114;236;233;141;land;false;plains;1
115;219;190;192;land;false;plains;1
116;190;248;185;land;false;plains;1
117;232;210;157;land;false;forest;1
118;235;194;200;land;false;mountain;1
119;253;58;246;land;false;mountain;1
120;149;253;113;land;false;mountain;1
121;120;197;227;land;true;mountain;1
122;106;229;186;land;true;mountain;1
123;238;237;244;land;false;plains;1
124;225;61;239;land;false;mountain;1
125;207;192;163;land;false;mountain;1
126;227;190;156;land;false;marsh;1
127;173;163;172;land;true;mountain;1
128;206;240;154;land;true;mountain;1
129;154;251;164;land;false;plains;1
130;238;175;113;land;false;mountain;1
131;232;121;248;land;false;desert;1
132;172;172;189;land;false;forest;1
133;221;130;222;land;true;plains;1
134;233;156;130;land;false;plains;1
135;239;172;223;land;true;plains;1
136;127;174;201;land;false;desert;1
137;244;209;156;land;true;mountain;1
138;207;173;213;land;true;mountain;1
139;185;224;153;land;false;mountain;1
140;176;182;191;land;false;mountain;1
141;202;252;183;land;false;forest;1
142;229;179;232;land;false;forest;1
143;219;124;223;land;false;plains;1
144;108;247;180;land;true;mountain;1
145;157;161;215;land;false;marsh;1
146;197;179;199;land;false;plains;1
147;199;126;253;land;false;plains;1
148;146;217;237;land;false;plains;1
149;159;238;152;land;false;plains;1
150;118;182;201;land;true;desert;1
151;91;244;191;land;false;plains;1
152;54;246;249;land;true;desert;1
153;206;215;160;land;false;mountain;1
154;226;129;222;land;true;marsh;1
155;205;206;185;land;false;plains;1
156;254;95;236;land;true;mountain;1
157;244;223;127;land;true;mountain;1
158;197;209;114;land;false;plains;1
159;248;194;190;land;false;plains;1
160;166;157;224;land;true;mountain;1
161;148;215;142;land;false;plains;1
162;154;219;140;land;false;desert;1
163;240;165;109;land;false;marsh;1
164;225;236;250;land;false;plains;1
165;230;250;29;land;true;desert;1
166;106;247;238;land;true;mountain;1
167;251;179;181;land;true;mountain;1
168;233;254;37;land;false;plains;1
169;142;120;253;land;false;hills;1
170;197;241;203;land;false;mountain;1
171;234;158;154;land;true;plains;1
172;233;181;135;land;true;mountain;1
173;240;72;231;land;false;plains;1
174;234;140;137;land;false;plains;1
175;150;216;233;land;true;mountain;1
176;107;246;184;land;false;plains;1
177;212;208;129;land;true;mountain;1
178;137;184;244;land;true;mountain;1
179;85;234;243;land;false;plains;1
180;123;222;169;land;false;desert;1
181;137;247;153;land;false;plains;1
182;235;230;144;land;false;mountain;1
183;154;155;202;land;true;desert;1
184;206;156;193;land;true;marsh;1
185;207;230;165;land;false;mountain;1
186;217;75;245;land;false;mountain;1
187;184;186;213;land;false;forest;1
188;133;244;247;land;false;plains;1
189;116;195;220;land;false;hills;1
190;166;225;112;land;true;marsh;1
191;150;183;196;land;false;forest;1
192;138;199;234;land;false;mountain;1
193;204;211;177;land;false;forest;1
194;164;191;176;land;true;mountain;1
195;238;198;75;land;true;mountain;1
196;249;54;234;land;false;plains;1
197;194;64;251;land;true;mountain;1
198;208;137;174;land;false;forest;1
199;201;188;140;land;true;mountain;1
200;82;220;245;land;true;mountain;1
201;194;213;97;land;false;plains;1
202;239;187;168;land;false;plains;1
203;199;234;77;land;true;mountain;1
204;133;250;173;land;true;plains;1
205;197;69;237;land;false;mountain;1
206;208;144;156;land;false;mountain;1
207;67;243;208;land;true;mountain;1
208;168;182;168;land;false;plains;1
209;243;248;214;land;false;plains;1
210;187;251;68;land;false;plains;1
211;178;158;188;land;false;desert;1
212;168;194;156;land;false;marsh;1
213;191;220;237;land;false;marsh;1
214;115;225;226;land;false;mountain;1
215;223;184;153;land;false;desert;1
216;197;147;165;land;true;marsh;1
217;131;246;194;land;false;plains;1
218;83;240;191;land;false;mountain;1
219;183;118;219;land;false;plains;1
220;244;245;100;land;false;mountain;1
221;253;223;55;land;false;desert;1
222;182;211;240;land;false;plains;1
223;249;181;133;land;false;plains;1
224;97;254;245;land;false;desert;1
225;68;254;252;land;false;desert;1
226;162;222;145;land;true;plains;1
227;115;156;232;land;true;mountain;1
228;240;236;31;land;false;mountain;1
229;174;196;219;land;true;mountain;1
230;185;158;193;land;true;desert;1
231;230;95;233;land;false;plains;1
232;254;240;100;land;false;plains;1
233;179;192;139;land;false;plains;1
234;226;221;200;land;false;desert;1
235;236;237;207;land;false;forest;1
236;164;219;126;land;false;mountain;1
237;254;193;154;land;false;jungle;1
238;220;218;131;land;false;marsh;1
239;191;129;233;land;false;plains;1
